datetime,chainlink_whale_transaction_count_100k_usd_to_inf,uniswap_whale_transaction_count_100k_usd_to_inf,aave_whale_transaction_count_100k_usd_to_inf,ondo-finance_whale_transaction_count_100k_usd_to_inf,ethena_whale_transaction_count_100k_usd_to_inf,maker_whale_transaction_count_100k_usd_to_inf,injective-protocol_whale_transaction_count_100k_usd_to_inf,lido-dao_whale_transaction_count_100k_usd_to_inf,pendle_whale_transaction_count_100k_usd_to_inf,olympus_whale_transaction_count_100k_usd_to_inf,1inch_whale_transaction_count_100k_usd_to_inf,frax_whale_transaction_count_100k_usd_to_inf,convex-finance_whale_transaction_count_100k_usd_to_inf,0x_whale_transaction_count_100k_usd_to_inf,frax-share_whale_transaction_count_100k_usd_to_inf,stargate-finance_whale_transaction_count_100k_usd_to_inf,yearn-finance_whale_transaction_count_100k_usd_to_inf,crvusd_whale_transaction_count_100k_usd_to_inf,sushi_whale_transaction_count_100k_usd_to_inf,cow-protocol_whale_transaction_count_100k_usd_to_inf,loopring_whale_transaction_count_100k_usd_to_inf,lcx_whale_transaction_count_100k_usd_to_inf,band-protocol_whale_transaction_count_100k_usd_to_inf,clearpool_whale_transaction_count_100k_usd_to_inf,rocket-pool_whale_transaction_count_100k_usd_to_inf,uma_whale_transaction_count_100k_usd_to_inf,api3_whale_transaction_count_100k_usd_to_inf,spell-token_whale_transaction_count_100k_usd_to_inf,orbs_whale_transaction_count_100k_usd_to_inf,tellor_whale_transaction_count_100k_usd_to_inf,marlin_whale_transaction_count_100k_usd_to_inf,liquity_whale_transaction_count_100k_usd_to_inf,numeraire_whale_transaction_count_100k_usd_to_inf,ssv-network_whale_transaction_count_100k_usd_to_inf,bancor_whale_transaction_count_100k_usd_to_inf,balancer_whale_transaction_count_100k_usd_to_inf,coin98_whale_transaction_count_100k_usd_to_inf,dia-data_whale_transaction_count_100k_usd_to_inf,tokenfi_whale_transaction_count_100k_usd_to_inf,magic-internet-money_whale_transaction_count_100k_usd_to_inf,dydx_whale_transaction_count_100k_usd_to_inf,smardex_whale_transaction_count_100k_usd_to_inf,hashflow_whale_transaction_count_100k_usd_to_inf,renzo_whale_transaction_count_100k_usd_to_inf,liquity-usd_whale_transaction_count_100k_usd_to_inf,ampleforth_whale_transaction_count_100k_usd_to_inf,orderly-network_whale_transaction_count_100k_usd_to_inf,melon_whale_transaction_count_100k_usd_to_inf,chainflip_whale_transaction_count_100k_usd_to_inf,seth_whale_transaction_count_100k_usd_to_inf,alchemix_whale_transaction_count_100k_usd_to_inf,perpetual-protocol_whale_transaction_count_100k_usd_to_inf,harvest-finance_whale_transaction_count_100k_usd_to_inf,badger-dao_whale_transaction_count_100k_usd_to_inf,synfutures_whale_transaction_count_100k_usd_to_inf,lever_whale_transaction_count_100k_usd_to_inf,ribbon-finance_whale_transaction_count_100k_usd_to_inf,orion-protocol_whale_transaction_count_100k_usd_to_inf
2023-07-03 00:00:00+00:00,74.0,54.0,92.0,,,38.0,1.0,54.0,63.0,7.0,6.0,41.0,13.0,1.0,23.0,10.0,9.0,82.0,1.0,,2.0,,,,6.0,1.0,1.0,6.0,1.0,,,0.0,0.0,4.0,0.0,3.0,0.0,,,8.0,40.0,0.0,1.0,,17.0,4.0,,,,2.0,,1.0,2.0,2.0,,,0.0,
2023-07-04 00:00:00+00:00,102.0,48.0,91.0,,,20.0,1.0,23.0,10.0,14.0,10.0,34.0,21.0,0.0,8.0,21.0,5.0,135.0,0.0,,3.0,,,,14.0,0.0,0.0,1.0,2.0,1.0,,1.0,1.0,6.0,,4.0,,,,9.0,24.0,15.0,3.0,,14.0,0.0,,,,0.0,8.0,0.0,2.0,0.0,,,1.0,
2023-07-05 00:00:00+00:00,79.0,51.0,104.0,,,28.0,1.0,27.0,6.0,0.0,14.0,21.0,7.0,10.0,9.0,4.0,2.0,126.0,5.0,,4.0,,5.0,,24.0,1.0,1.0,1.0,0.0,0.0,,6.0,0.0,0.0,3.0,1.0,,,,5.0,11.0,2.0,2.0,,21.0,2.0,,,,2.0,3.0,6.0,0.0,0.0,,,0.0,
2023-07-06 00:00:00+00:00,75.0,25.0,66.0,,,25.0,5.0,30.0,12.0,10.0,0.0,39.0,32.0,3.0,29.0,13.0,5.0,137.0,4.0,,8.0,,2.0,,11.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,,,14.0,6.0,0.0,1.0,,78.0,2.0,,1.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,2.0
2023-07-07 00:00:00+00:00,94.0,40.0,45.0,,,11.0,0.0,18.0,1.0,6.0,4.0,33.0,23.0,0.0,10.0,7.0,2.0,96.0,2.0,1.0,4.0,,1.0,,10.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,,,,28.0,12.0,0.0,3.0,,11.0,2.0,,0.0,,0.0,3.0,1.0,0.0,0.0,,,0.0,0.0
2023-07-08 00:00:00+00:00,48.0,39.0,19.0,,,10.0,0.0,21.0,1.0,2.0,2.0,15.0,0.0,2.0,3.0,1.0,6.0,73.0,4.0,0.0,1.0,,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,,,0.0,3.0,0.0,0.0,,6.0,0.0,,0.0,,0.0,0.0,1.0,0.0,,,,0.0,0.0
2023-07-09 00:00:00+00:00,23.0,14.0,14.0,,,7.0,17.0,13.0,2.0,0.0,3.0,14.0,5.0,0.0,7.0,0.0,5.0,41.0,3.0,0.0,1.0,,0.0,,7.0,0.0,0.0,0.0,0.0,,13.0,2.0,,0.0,1.0,0.0,0.0,,,2.0,3.0,0.0,0.0,,9.0,0.0,,0.0,,0.0,0.0,0.0,,,,,1.0,0.0
2023-07-10 00:00:00+00:00,74.0,26.0,37.0,,,22.0,1.0,33.0,0.0,1.0,2.0,24.0,6.0,2.0,8.0,20.0,5.0,98.0,2.0,0.0,2.0,,1.0,,16.0,0.0,1.0,0.0,1.0,,2.0,4.0,,1.0,0.0,5.0,2.0,,,1.0,13.0,,0.0,,47.0,0.0,,0.0,,2.0,0.0,0.0,8.0,,,,0.0,0.0
2023-07-11 00:00:00+00:00,79.0,32.0,56.0,,,10.0,8.0,22.0,2.0,8.0,7.0,31.0,8.0,0.0,11.0,3.0,2.0,35.0,1.0,0.0,1.0,,0.0,1.0,7.0,,0.0,2.0,1.0,,6.0,5.0,4.0,5.0,1.0,2.0,0.0,,,8.0,6.0,2.0,0.0,,16.0,0.0,,1.0,,0.0,0.0,0.0,12.0,,,,0.0,
2023-07-12 00:00:00+00:00,99.0,33.0,41.0,,,13.0,11.0,7.0,4.0,16.0,8.0,10.0,7.0,0.0,6.0,4.0,2.0,45.0,5.0,,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,19.0,5.0,,,24.0,7.0,,0.0,,3.0,,3.0,0.0,,,,0.0,
2023-07-13 00:00:00+00:00,210.0,59.0,72.0,,,21.0,0.0,113.0,4.0,13.0,6.0,43.0,14.0,1.0,25.0,7.0,7.0,183.0,7.0,,1.0,4.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,,1.0,17.0,1.0,1.0,1.0,0.0,0.0,8.0,,3.0,8.0,8.0,,,79.0,0.0,,0.0,,2.0,,0.0,6.0,,,,9.0,
2023-07-14 00:00:00+00:00,234.0,68.0,106.0,,,14.0,4.0,136.0,0.0,5.0,18.0,37.0,20.0,3.0,18.0,4.0,4.0,160.0,8.0,,4.0,0.0,0.0,1.0,13.0,1.0,1.0,1.0,0.0,,1.0,39.0,1.0,3.0,0.0,4.0,0.0,2.0,,6.0,27.0,4.0,,,34.0,0.0,,0.0,,4.0,,0.0,0.0,,,,0.0,
2023-07-15 00:00:00+00:00,92.0,21.0,34.0,,,3.0,0.0,74.0,0.0,0.0,27.0,31.0,9.0,10.0,10.0,0.0,1.0,85.0,4.0,,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,2.0,26.0,3.0,0.0,0.0,0.0,,1.0,,3.0,2.0,1.0,,,43.0,0.0,,0.0,,2.0,,0.0,2.0,,,,0.0,
2023-07-16 00:00:00+00:00,91.0,23.0,26.0,,,49.0,8.0,40.0,0.0,1.0,44.0,20.0,10.0,3.0,7.0,0.0,1.0,37.0,0.0,,6.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,1.0,3.0,1.0,0.0,0.0,,0.0,,4.0,2.0,1.0,3.0,,29.0,0.0,,,,0.0,,1.0,0.0,,,,0.0,
2023-07-17 00:00:00+00:00,209.0,116.0,54.0,,,11.0,26.0,57.0,4.0,0.0,275.0,18.0,9.0,26.0,10.0,21.0,4.0,62.0,30.0,,2.0,0.0,,3.0,15.0,4.0,1.0,0.0,0.0,,0.0,5.0,0.0,0.0,10.0,2.0,,0.0,,4.0,7.0,10.0,0.0,,38.0,,,,,3.0,,1.0,0.0,,,,0.0,
2023-07-18 00:00:00+00:00,230.0,131.0,57.0,,,26.0,16.0,35.0,3.0,0.0,35.0,10.0,10.0,6.0,5.0,6.0,1.0,61.0,9.0,,0.0,1.0,,0.0,11.0,3.0,0.0,0.0,,,0.0,8.0,0.0,1.0,3.0,2.0,,0.0,,0.0,5.0,25.0,1.0,,22.0,,,,,0.0,,0.0,0.0,,,,,
2023-07-19 00:00:00+00:00,225.0,52.0,36.0,,,34.0,2.0,25.0,5.0,6.0,115.0,38.0,19.0,4.0,14.0,2.0,2.0,48.0,2.0,,1.0,0.0,,0.0,21.0,0.0,1.0,,,,0.0,3.0,0.0,1.0,1.0,0.0,,0.0,,75.0,12.0,3.0,0.0,,24.0,6.0,,,,0.0,2.0,0.0,2.0,,,,,
2023-07-20 00:00:00+00:00,528.0,54.0,27.0,,,30.0,4.0,42.0,0.0,5.0,60.0,36.0,22.0,10.0,8.0,4.0,3.0,64.0,5.0,,2.0,0.0,3.0,0.0,21.0,0.0,1.0,,1.0,,2.0,6.0,0.0,0.0,3.0,0.0,,,,11.0,11.0,49.0,2.0,,13.0,0.0,,,,3.0,0.0,0.0,0.0,,,,,
2023-07-21 00:00:00+00:00,316.0,66.0,21.0,,,55.0,0.0,29.0,1.0,0.0,16.0,56.0,8.0,0.0,12.0,3.0,7.0,1022.0,6.0,,0.0,0.0,13.0,0.0,7.0,3.0,0.0,,0.0,,2.0,2.0,,0.0,4.0,0.0,,,,83.0,10.0,44.0,0.0,,10.0,0.0,,,,0.0,1.0,0.0,2.0,,,,,
2023-07-22 00:00:00+00:00,245.0,20.0,10.0,,,24.0,0.0,4.0,0.0,0.0,12.0,43.0,6.0,0.0,1.0,4.0,6.0,157.0,7.0,,2.0,0.0,0.0,,6.0,1.0,2.0,,0.0,,2.0,0.0,,0.0,2.0,0.0,,,,82.0,4.0,7.0,0.0,,24.0,0.0,,,,0.0,0.0,1.0,0.0,,,,,
2023-07-23 00:00:00+00:00,119.0,25.0,6.0,,,21.0,4.0,25.0,0.0,0.0,5.0,24.0,14.0,0.0,2.0,0.0,0.0,32.0,1.0,,0.0,,0.0,,2.0,2.0,0.0,2.0,7.0,,2.0,2.0,,2.0,0.0,,10.0,,,34.0,2.0,9.0,0.0,,17.0,0.0,,,,1.0,0.0,0.0,0.0,1.0,,,,
2023-07-24 00:00:00+00:00,242.0,45.0,34.0,,,31.0,13.0,19.0,3.0,0.0,37.0,32.0,11.0,3.0,5.0,4.0,2.0,51.0,1.0,,0.0,,0.0,,9.0,0.0,1.0,1.0,1.0,,3.0,2.0,10.0,3.0,1.0,5.0,4.0,3.0,,14.0,3.0,19.0,0.0,,28.0,,,,,2.0,0.0,0.0,6.0,0.0,,,1.0,
2023-07-25 00:00:00+00:00,93.0,28.0,22.0,,,55.0,5.0,56.0,1.0,1.0,3.0,8.0,20.0,1.0,1.0,7.0,1.0,42.0,5.0,1.0,3.0,,0.0,,11.0,6.0,0.0,0.0,1.0,,0.0,6.0,1.0,3.0,0.0,2.0,1.0,0.0,,34.0,8.0,7.0,,,19.0,,,,,6.0,0.0,0.0,0.0,2.0,,,0.0,
2023-07-26 00:00:00+00:00,180.0,24.0,39.0,,,69.0,1.0,73.0,2.0,2.0,0.0,12.0,7.0,6.0,8.0,5.0,2.0,44.0,0.0,0.0,7.0,,,,2.0,0.0,1.0,1.0,0.0,,0.0,1.0,6.0,1.0,0.0,3.0,0.0,1.0,,19.0,2.0,3.0,3.0,,51.0,5.0,,,,0.0,,0.0,8.0,0.0,,,0.0,
2023-07-27 00:00:00+00:00,213.0,30.0,20.0,,,80.0,18.0,12.0,2.0,0.0,1.0,21.0,14.0,3.0,8.0,6.0,2.0,115.0,5.0,0.0,4.0,,3.0,,3.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,,7.0,9.0,3.0,0.0,,33.0,2.0,,,,8.0,2.0,,2.0,3.0,,,0.0,
2023-07-28 00:00:00+00:00,174.0,34.0,20.0,,,47.0,3.0,24.0,1.0,4.0,1.0,20.0,10.0,3.0,7.0,8.0,3.0,62.0,8.0,0.0,1.0,2.0,0.0,,4.0,13.0,0.0,0.0,1.0,0.0,0.0,7.0,4.0,3.0,0.0,4.0,0.0,1.0,,11.0,3.0,2.0,3.0,,12.0,0.0,,,,2.0,0.0,,0.0,0.0,,,1.0,
2023-07-29 00:00:00+00:00,82.0,60.0,20.0,,,41.0,1.0,10.0,1.0,0.0,2.0,51.0,5.0,0.0,2.0,0.0,1.0,44.0,2.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,2.0,0.0,0.0,,5.0,2.0,0.0,,0.0,0.0,0.0,,5.0,4.0,5.0,0.0,,12.0,0.0,,,,8.0,0.0,,6.0,0.0,,,0.0,1.0
2023-07-30 00:00:00+00:00,143.0,57.0,18.0,,,42.0,1.0,22.0,0.0,1.0,6.0,178.0,20.0,1.0,23.0,1.0,8.0,185.0,6.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,,4.0,0.0,0.0,,1.0,,0.0,,38.0,3.0,0.0,2.0,,28.0,0.0,,,,15.0,6.0,,6.0,0.0,,,0.0,0.0
2023-07-31 00:00:00+00:00,179.0,139.0,151.0,,,73.0,33.0,68.0,0.0,0.0,15.0,210.0,51.0,7.0,29.0,9.0,5.0,109.0,7.0,,0.0,0.0,0.0,,8.0,1.0,1.0,5.0,0.0,0.0,,0.0,0.0,7.0,,9.0,,0.0,,37.0,38.0,1.0,3.0,,44.0,0.0,,3.0,,5.0,0.0,1.0,0.0,1.0,,,0.0,0.0
2023-08-01 00:00:00+00:00,119.0,98.0,108.0,,,76.0,4.0,39.0,0.0,2.0,5.0,278.0,23.0,9.0,54.0,3.0,5.0,286.0,9.0,,6.0,2.0,,1.0,32.0,1.0,0.0,0.0,1.0,,,1.0,1.0,0.0,1.0,4.0,,0.0,,66.0,30.0,7.0,0.0,,74.0,1.0,,5.0,,2.0,0.0,0.0,3.0,2.0,,,1.0,0.0
2023-08-02 00:00:00+00:00,141.0,109.0,40.0,,,43.0,4.0,16.0,3.0,11.0,4.0,92.0,17.0,0.0,14.0,0.0,8.0,123.0,13.0,,3.0,1.0,1.0,0.0,20.0,1.0,0.0,0.0,1.0,,,1.0,4.0,0.0,0.0,5.0,,,,19.0,6.0,4.0,0.0,,22.0,7.0,,0.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0
2023-08-03 00:00:00+00:00,128.0,22.0,22.0,,,29.0,2.0,19.0,2.0,2.0,35.0,105.0,36.0,0.0,8.0,5.0,2.0,74.0,3.0,,0.0,0.0,1.0,0.0,15.0,0.0,4.0,0.0,4.0,,,10.0,4.0,0.0,0.0,0.0,,,,53.0,4.0,5.0,3.0,,20.0,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,
2023-08-04 00:00:00+00:00,61.0,37.0,33.0,,,22.0,0.0,30.0,0.0,1.0,22.0,60.0,6.0,0.0,31.0,11.0,18.0,50.0,2.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,2.0,1.0,2.0,74.0,0.0,,,,18.0,13.0,4.0,0.0,,22.0,0.0,,1.0,,2.0,1.0,4.0,6.0,0.0,,,0.0,
2023-08-05 00:00:00+00:00,43.0,23.0,4.0,,,31.0,0.0,7.0,1.0,0.0,0.0,35.0,4.0,0.0,23.0,0.0,1.0,44.0,4.0,,4.0,0.0,0.0,0.0,6.0,1.0,6.0,,0.0,,,3.0,4.0,3.0,45.0,0.0,,,,10.0,2.0,0.0,0.0,,20.0,0.0,,0.0,,7.0,0.0,0.0,0.0,0.0,,,0.0,
2023-08-06 00:00:00+00:00,34.0,22.0,6.0,,,34.0,0.0,3.0,0.0,0.0,5.0,39.0,7.0,1.0,13.0,9.0,4.0,28.0,4.0,,4.0,0.0,0.0,,2.0,0.0,25.0,,0.0,,,2.0,2.0,0.0,16.0,1.0,,,,17.0,4.0,3.0,2.0,,2.0,0.0,,0.0,,2.0,3.0,1.0,4.0,,,,6.0,
2023-08-07 00:00:00+00:00,115.0,36.0,33.0,,,16.0,8.0,17.0,1.0,0.0,3.0,43.0,3.0,7.0,5.0,10.0,3.0,92.0,1.0,,13.0,,0.0,,8.0,2.0,31.0,2.0,1.0,,,0.0,3.0,0.0,31.0,5.0,,,,2.0,2.0,0.0,0.0,,54.0,,,0.0,,2.0,0.0,0.0,2.0,2.0,,,0.0,
2023-08-08 00:00:00+00:00,103.0,30.0,16.0,,,12.0,2.0,26.0,0.0,9.0,5.0,56.0,12.0,0.0,4.0,7.0,1.0,29.0,1.0,,11.0,,,1.0,10.0,0.0,5.0,0.0,0.0,,,8.0,0.0,0.0,54.0,1.0,1.0,,,4.0,5.0,1.0,0.0,,27.0,,,0.0,,3.0,0.0,0.0,2.0,1.0,,,1.0,
2023-08-09 00:00:00+00:00,124.0,61.0,36.0,,,18.0,3.0,51.0,0.0,0.0,0.0,69.0,9.0,3.0,4.0,16.0,0.0,42.0,3.0,,8.0,,,0.0,11.0,1.0,4.0,1.0,0.0,,,8.0,4.0,0.0,99.0,0.0,4.0,,,0.0,6.0,1.0,2.0,,26.0,7.0,,,,0.0,1.0,0.0,6.0,1.0,,,9.0,
2023-08-10 00:00:00+00:00,113.0,36.0,29.0,,,19.0,0.0,17.0,0.0,2.0,1.0,17.0,22.0,3.0,7.0,114.0,4.0,39.0,1.0,,2.0,,1.0,0.0,13.0,1.0,4.0,0.0,0.0,,,3.0,0.0,3.0,37.0,3.0,1.0,1.0,,4.0,13.0,4.0,21.0,,35.0,0.0,,,,4.0,0.0,1.0,0.0,0.0,,,0.0,
2023-08-11 00:00:00+00:00,51.0,25.0,20.0,,,10.0,1.0,20.0,0.0,4.0,0.0,45.0,4.0,1.0,4.0,13.0,1.0,19.0,2.0,,0.0,,1.0,0.0,6.0,0.0,21.0,0.0,0.0,,,17.0,0.0,0.0,18.0,0.0,5.0,0.0,,10.0,3.0,2.0,6.0,,59.0,0.0,,,,0.0,0.0,1.0,2.0,0.0,,1.0,1.0,
2023-08-12 00:00:00+00:00,40.0,3.0,0.0,,,11.0,0.0,4.0,2.0,1.0,4.0,28.0,7.0,1.0,7.0,16.0,0.0,27.0,3.0,,0.0,,0.0,0.0,4.0,0.0,3.0,1.0,,2.0,,2.0,3.0,4.0,12.0,0.0,0.0,0.0,,2.0,5.0,0.0,3.0,,25.0,0.0,,,,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,
2023-08-13 00:00:00+00:00,61.0,11.0,0.0,,,6.0,0.0,9.0,0.0,0.0,0.0,19.0,4.0,2.0,3.0,8.0,2.0,28.0,3.0,,0.0,,0.0,,1.0,0.0,5.0,1.0,,0.0,,3.0,0.0,5.0,7.0,0.0,2.0,0.0,,0.0,3.0,8.0,0.0,,20.0,0.0,,,,0.0,1.0,2.0,0.0,0.0,,0.0,2.0,
2023-08-14 00:00:00+00:00,91.0,38.0,19.0,,,15.0,1.0,14.0,54.0,1.0,5.0,54.0,8.0,1.0,26.0,12.0,3.0,72.0,7.0,,2.0,,0.0,,3.0,0.0,1.0,2.0,,0.0,,4.0,2.0,3.0,8.0,1.0,0.0,0.0,,3.0,12.0,8.0,1.0,,46.0,,,,,0.0,0.0,0.0,2.0,7.0,,0.0,2.0,
